row,column,in_common_mask,adc,low_g,high_g,width_g,midpoint_g,half_width_g,merged_knots,touches_zero,touches_upper
9,7,True,101.5,0.0,73.0,73.0,36.5,36.5,1,True,False
9,8,True,169.5,0.0,73.0,73.0,36.5,36.5,1,True,False
9,9,True,55.5,0.0,73.0,73.0,36.5,36.5,1,True,False
9,10,True,13.75,0.0,73.0,73.0,36.5,36.5,1,True,False
9,11,True,2.5,0.0,73.0,73.0,36.5,36.5,1,True,False
9,13,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
9,15,True,1037.0714285714287,287.0,712.0,425.0,499.5,212.5,6,False,False
9,16,True,1.0,0.0,142.0,142.0,71.0,71.0,2,True,False
10,1,True,2.5,0.0,73.0,73.0,36.5,36.5,1,True,False
10,1,True,2.75,142.0,359.0,217.0,250.5,108.5,3,False,False
10,3,True,14.25,73.0,142.0,69.0,107.5,34.5,1,False,False
10,4,True,34.5,73.0,142.0,69.0,107.5,34.5,1,False,False
10,5,True,156.0,287.0,359.0,72.0,323.0,36.0,1,False,False
10,8,True,390.3333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
10,9,True,127.33333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
10,10,True,758.0,359.0,429.0,70.0,394.0,35.0,1,False,False
10,12,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
10,13,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
10,13,True,674.0,921.0,994.0,73.0,957.5,36.5,1,False,False
10,15,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
10,16,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
11,1,True,2.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,1,True,3.0,142.0,429.0,287.0,285.5,143.5,4,False,False
11,5,True,77.5,142.0,215.0,73.0,178.5,36.5,1,False,False
11,7,True,130.0,0.0,73.0,73.0,36.5,36.5,1,True,False
11,8,True,177.33333333333334,0.0,142.0,142.0,71.0,71.0,2,True,False
11,9,True,56.0,0.0,73.0,73.0,36.5,36.5,1,True,False
11,10,True,29.0,0.0,73.0,73.0,36.5,36.5,1,True,False
11,11,True,4.0,0.0,73.0,73.0,36.5,36.5,1,True,False
11,12,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,13,True,0.25,0.0,215.0,215.0,107.5,107.5,3,True,False
11,13,True,615.0,921.0,994.0,73.0,957.5,36.5,1,False,False
11,15,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,16,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
12,1,True,3.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,1,True,4.375,142.0,359.0,217.0,250.5,108.5,3,False,False
12,1,True,237.75,568.0,639.0,71.0,603.5,35.5,1,False,False
12,1,True,306.5,921.0,994.0,73.0,957.5,36.5,1,False,False
12,1,True,333.0,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
12,3,True,42.5,73.0,142.0,69.0,107.5,34.5,1,False,False
12,4,True,52.875,0.0,215.0,215.0,107.5,107.5,3,True,False
12,5,True,163.0,142.0,215.0,73.0,178.5,36.5,1,False,False
12,5,True,177.0,287.0,359.0,72.0,323.0,36.0,1,False,False
12,6,True,196.5,287.0,359.0,72.0,323.0,36.0,1,False,False
12,7,True,256.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,8,True,294.0,0.0,142.0,142.0,71.0,71.0,2,True,False
12,9,True,111.66666666666667,0.0,142.0,142.0,71.0,71.0,2,True,False
12,12,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,13,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
12,15,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,16,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
13,1,True,0.0,0.0,142.0,142.0,71.0,71.0,2,True,False
13,1,True,0.8333333333333334,215.0,359.0,144.0,287.0,72.0,2,False,False
13,1,True,227.5,568.0,639.0,71.0,603.5,35.5,1,False,False
13,1,True,279.0,921.0,994.0,73.0,957.5,36.5,1,False,False
13,1,True,305.75,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
13,4,True,37.75,142.0,215.0,73.0,178.5,36.5,1,False,False
13,5,True,174.5,142.0,215.0,73.0,178.5,36.5,1,False,False
13,5,True,184.0,287.0,359.0,72.0,323.0,36.0,1,False,False
13,6,True,196.0,287.0,359.0,72.0,323.0,36.0,1,False,False
13,7,True,242.33333333333334,0.0,142.0,142.0,71.0,71.0,2,True,False
13,8,True,235.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,9,True,81.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,12,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,13,True,0.0,0.0,215.0,215.0,107.5,107.5,3,True,False
13,15,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,16,True,0.0,0.0,142.0,142.0,71.0,71.0,2,True,False
14,1,True,0.0,0.0,359.0,359.0,179.5,179.5,5,True,False
14,4,True,49.333333333333336,73.0,215.0,142.0,144.0,71.0,2,False,False
14,5,True,273.2,142.0,429.0,287.0,285.5,143.5,4,False,False
14,6,True,208.0,287.0,359.0,72.0,323.0,36.0,1,False,False
14,7,True,272.0,0.0,142.0,142.0,71.0,71.0,2,True,False
14,8,True,299.3333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
14,9,True,100.66666666666667,0.0,142.0,142.0,71.0,71.0,2,True,False
14,12,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
14,12,True,1440.3333333333333,1933.0,5000.0,3067.0,3466.5,1533.5,2,False,True
14,13,True,0.0,0.0,215.0,215.0,107.5,107.5,3,True,False
14,15,True,0.0,0.0,73.0,73.0,36.5,36.5,1,True,False
14,16,True,0.0,0.0,142.0,142.0,71.0,71.0,2,True,False
15,1,True,0.9166666666666666,0.0,359.0,359.0,179.5,179.5,5,True,False
15,3,True,10.75,73.0,142.0,69.0,107.5,34.5,1,False,False
15,4,True,35.0,73.0,142.0,69.0,107.5,34.5,1,False,False
15,5,True,227.0,287.0,359.0,72.0,323.0,36.0,1,False,False
15,6,True,203.5,287.0,359.0,72.0,323.0,36.0,1,False,False
15,12,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
15,13,True,0.25,0.0,215.0,215.0,107.5,107.5,3,True,False
15,14,True,1382.0,496.0,568.0,72.0,532.0,36.0,1,False,False
15,14,True,1404.0,712.0,778.0,66.0,745.0,33.0,1,False,False
15,14,True,1442.1666666666667,1145.0,5000.0,3855.0,3072.5,1927.5,5,False,True
15,15,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
15,16,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
16,1,True,2.4166666666666665,73.0,429.0,356.0,251.0,178.0,5,False,False
16,4,True,22.5,142.0,215.0,73.0,178.5,36.5,1,False,False
16,5,True,194.0,287.0,359.0,72.0,323.0,36.0,1,False,False
16,7,True,143.5,0.0,73.0,73.0,36.5,36.5,1,True,False
16,8,True,176.5,0.0,73.0,73.0,36.5,36.5,1,True,False
16,8,True,1322.0,1283.0,1933.0,650.0,1608.0,325.0,1,False,False
16,9,True,64.0,0.0,142.0,142.0,71.0,71.0,2,True,False
16,9,True,1423.1,1213.0,5000.0,3787.0,3106.5,1893.5,4,False,True
16,12,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
16,13,True,0.25,0.0,215.0,215.0,107.5,107.5,3,True,False
16,15,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
16,16,True,0.3333333333333333,0.0,142.0,142.0,71.0,71.0,2,True,False
