row,column,in_common_mask,adc,low_g,high_g,width_g,midpoint_g,half_width_g,merged_knots,touches_zero,touches_upper
12,7,True,1282.0,778.0,850.0,72.0,814.0,36.0,1,False,False
12,8,True,32.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,9,True,595.5,73.0,143.0,70.0,108.0,35.0,1,False,False
12,9,True,901.5,360.0,430.0,70.0,395.0,35.0,1,False,False
12,10,True,609.5,73.0,143.0,70.0,108.0,35.0,1,False,False
12,10,True,852.5,360.0,430.0,70.0,395.0,35.0,1,False,False
12,11,True,830.5,360.0,430.0,70.0,395.0,35.0,1,False,False
12,12,True,612.0,73.0,143.0,70.0,108.0,35.0,1,False,False
12,12,True,900.0,360.0,430.0,70.0,395.0,35.0,1,False,False
12,13,True,18.25,73.0,143.0,70.0,108.0,35.0,1,False,False
12,13,True,616.5,430.0,570.0,140.0,500.0,70.0,2,False,False
12,13,True,857.75,713.0,778.0,65.0,745.5,32.5,1,False,False
12,13,True,1119.75,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
12,14,True,515.5,73.0,143.0,70.0,108.0,35.0,1,False,False
12,14,True,1107.4285714285713,288.0,713.0,425.0,500.5,212.5,6,False,False
12,15,True,461.5,73.0,143.0,70.0,108.0,35.0,1,False,False
12,15,True,1223.6,360.0,994.0,634.0,677.0,317.0,9,False,False
12,16,True,253.66666666666666,288.0,430.0,142.0,359.0,71.0,2,False,False
13,1,True,142.0,143.0,216.0,73.0,179.5,36.5,1,False,False
13,2,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,3,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
13,4,True,187.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,5,True,134.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,5,True,237.0,143.0,216.0,73.0,179.5,36.5,1,False,False
13,7,True,142.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,8,True,15.0,0.0,73.0,73.0,36.5,36.5,1,True,False
13,8,True,208.0,143.0,216.0,73.0,179.5,36.5,1,False,False
13,9,True,316.75,143.0,216.0,73.0,179.5,36.5,1,False,False
13,10,True,399.0,143.0,216.0,73.0,179.5,36.5,1,False,False
13,11,True,393.25,143.0,216.0,73.0,179.5,36.5,1,False,False
13,12,True,686.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,13,True,20.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,13,True,618.8333333333334,430.0,570.0,140.0,500.0,70.0,2,False,False
13,13,True,931.5,713.0,850.0,137.0,781.5,68.5,2,False,False
13,13,True,1188.0,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
13,14,True,289.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,15,True,261.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,16,True,90.5,143.0,216.0,73.0,179.5,36.5,1,False,False
13,16,True,148.5,360.0,430.0,70.0,395.0,35.0,1,False,False
14,1,True,2.0,0.0,73.0,73.0,36.5,36.5,1,True,False
14,2,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
14,3,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
14,4,True,610.0,73.0,288.0,215.0,180.5,107.5,3,False,False
14,5,True,512.5,73.0,143.0,70.0,108.0,35.0,1,False,False
14,6,True,378.5,73.0,143.0,70.0,108.0,35.0,1,False,False
14,8,True,523.5,216.0,288.0,72.0,252.0,36.0,1,False,False
14,9,True,942.5,216.0,288.0,72.0,252.0,36.0,1,False,False
14,9,True,943.0,360.0,430.0,70.0,395.0,35.0,1,False,False
14,10,True,1197.857142857143,143.0,570.0,427.0,356.5,213.5,6,False,False
14,11,True,1170.75,216.0,430.0,214.0,323.0,107.0,3,False,False
14,12,True,1266.0,360.0,430.0,70.0,395.0,35.0,1,False,False
14,12,True,1326.3333333333333,570.0,713.0,143.0,641.5,71.5,2,False,False
14,13,True,783.1666666666666,430.0,570.0,140.0,500.0,70.0,2,False,False
14,13,True,1143.3333333333333,713.0,850.0,137.0,781.5,68.5,2,False,False
14,13,True,1198.75,921.0,994.0,73.0,957.5,36.5,1,False,False
14,13,True,1343.3333333333333,1145.0,1282.0,137.0,1213.5,68.5,2,False,False
