run_id,N,modules,slot,batch_id,repeat,main_status,ESKF_count,ESKD_count,K_ESKD,K1_ESKD,K2_ESKD,K_zero_fraction,K_max,q_ESKF,valid_update_rate_Hz,ESKF_PC_interval_mean_s,ESKF_trigger_reason
20260907_020628_047087,3,M0_M1_M2,M2,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,2,PASS,30,5976,22.51991298527443,22.264725568942435,0.25518741633199465,0.000502008032128514,45,0.004995004995004995,200.19589531683997,0.9988850310338452,unknown_without_correlated_firmware_events
20260907_020708_105510,3,M0_M1_M2,M0,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,3,PASS,30,5976,10.540997322623829,8.248828647925034,2.2921686746987953,0.0013386880856760374,57,0.004995004995004995,200.179869245215,0.9991978827586944,unknown_without_correlated_firmware_events
20260907_020708_105510,3,M0_M1_M2,M1,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,3,PASS,30,5976,5.33785140562249,1.9585006693440428,3.379350736278447,0.1644912985274431,32,0.004995004995004995,200.179869245215,0.9990668965509595,unknown_without_correlated_firmware_events
20260907_020708_105510,3,M0_M1_M2,M2,BATCH_5fbbc50f1d3f4cbc9371467ee380b749,3,PASS,30,5976,23.232262382864793,22.694779116465863,0.5374832663989291,0.0,46,0.004995004995004995,200.179869245215,0.9989921448276587,unknown_without_correlated_firmware_events
20260907_020810_266713,4,M0_M1_M2_M3,M0,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,1,PASS,30,5974,5.71560093739538,5.216437897556077,0.49916303983930366,0.0013391362571141614,59,0.004996668887408394,200.11967850049479,0.9992404275860814,unknown_without_correlated_firmware_events
20260907_020810_266713,4,M0_M1_M2_M3,M1,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,1,PASS,30,5974,1.8858386340810178,0.6111483093404754,1.2746903247405423,0.43806494810847,23,0.004996668887408394,200.11967850049479,0.9991607482751815,unknown_without_correlated_firmware_events
20260907_020810_266713,4,M0_M1_M2_M3,M2,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,1,PASS,30,5974,24.66320723133579,23.691329092735185,0.9718781386006026,0.0,44,0.004996668887408394,200.11967850049479,0.9992414137934623,unknown_without_correlated_firmware_events
20260907_020810_266713,4,M0_M1_M2_M3,M3,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,1,PASS,30,5974,6.825577502510881,2.37847338466689,4.447104117843991,0.05590893873451624,35,0.004996668887408394,200.11967850049479,0.9990681896552218,unknown_without_correlated_firmware_events
20260907_020850_322476,4,M0_M1_M2_M3,M0,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,2,PASS,30,6018,8.51213027583915,7.809238949817215,0.7028913260219342,0.006314390162844799,84,0.00496031746031746,201.57633762557623,0.985941624138424,unknown_without_correlated_firmware_events
20260907_020850_322476,4,M0_M1_M2_M3,M1,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,2,PASS,31,6017,2.9935183646335384,0.7357487119827156,2.257769652650823,0.28386238989529666,29,0.005125661375661375,201.57633762557623,0.9849309466672518,unknown_without_correlated_firmware_events
20260907_020850_322476,4,M0_M1_M2_M3,M2,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,2,PASS,30,6018,24.847457627118644,23.44632768361582,1.4011299435028248,0.00016616816218012627,45,0.00496031746031746,201.57633762557623,0.9940533206892472,unknown_without_correlated_firmware_events
20260907_020850_322476,4,M0_M1_M2_M3,M3,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,2,PASS,30,6018,7.077102027251579,3.5825855766035226,3.4945164506480557,0.06530408773678963,35,0.00496031746031746,201.57633762557623,0.9945879689656631,unknown_without_correlated_firmware_events
20260907_020930_401399,4,M0_M1_M2_M3,M0,BATCH_b3e4cf69fc4e4f66be277a0c7d909f35,3,PASS,30,5974,6.030800133913626,5.554235018413124,0.4765651155005022,0.0018413123535319718,60,0.004996668887408394,200.1045736369797,0.9993648344825488,unknown_without_correlated_firmware_events
