run_id,started_at,mode,condition,N,target_hz,modules,block,batch_id,repeat,old_relative_path,new_relative_path,duration_s,main_duration_s,main_packets,main_status,full_status,full_review_reasons,main_rate_Hz,main_Lmean_B,main_packet_Mbit_s,main_raw_arrival_Mbit_s,main_K_ESKD_mean,main_q_ESKF,main_ESKF_count,main_ESKD_count,source_local_firmware,deployment_confirmed,main_eligible,main_review_reasons,main_outer_crc_errors,main_outer_missing_sequence_numbers,main_missing_valid_expected_updates,main_interior_unassigned_raw_bytes,source_review,timing_note,replacement_batch_id,primary_matrix_selected,selection_reason,pc_max_completion_gap_ms,host_max_enqueue_gap_ms,host_packet_span_rate_Hz,independent_raw_audit,load_layers,load_description,independent_review_reasons,main_inner_sequence_events,recorded_condition,dataset_role,dynamic_analysis_selected,main_q_ESKF_pct,actual_load_protocol,loading_relationship_between_modules,independent_main_status,main_equal_rate_FULL_saving_pct,dynamic_batch_eligible,dynamic_selection_reason
20260907_013957_653007,2026-09-07T01:39:57.653007+01:00,DELTA,zero_load,1,200,M3,1,BATCH_6f194970f8d14e3c94be44510f39fa22,2,20260907_013957_653007,DELTA/Zero_load/N=1/200Hz/M3/Repeat_2,40.05389599999762,30.05389599999762,5991,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,199.34187567563535,134.23401769320648,0.2140676869315216,0.2140676869315216,2.7270592182519713,0.005007511266900351,30,5961,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 330.3455 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,330.34549999865703,7.0,200.3210487592803,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014038_027023,2026-09-07T01:40:38.027023+01:00,DELTA,zero_load,1,200,M3,1,BATCH_6f194970f8d14e3c94be44510f39fa22,3,20260907_014038_027023,DELTA/Zero_load/N=1/200Hz/M3/Repeat_3,40.00244889999158,30.002448899991577,6012,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.38364268330403,133.70359281437126,0.21433610374391157,0.21433637038881198,2.4689067201604815,0.00499001996007984,30,5982,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 28.3090 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,28.30899998662062,7.0,200.3466320034663,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014203_200469,2026-09-07T01:42:03.200469+01:00,DELTA,zero_load,2,200,M0_M1,1,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,1,20260907_014203_200469,DELTA/Zero_load/N=2/200Hz/M0_M1/Repeat_1,40.0003423000162,30.0003423000162,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.13104983794662,231.76315789473685,0.3710640328258517,0.3710640328258517,3.5601774355540674,0.004996668887408394,60,11948,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 59.2757 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,59.2756999831181,7.0,200.11334088939262,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014243_220995,2026-09-07T01:42:43.220995+01:00,DELTA,zero_load,2,200,M0_M1,1,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,2,20260907_014243_220995,DELTA/Zero_load/N=2/200Hz/M0_M1/Repeat_2,40.00020459998632,30.00020459998632,6003,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.0986353273983,236.1575878727303,0.3780384884443479,0.37803875510919593,4.66390423572744,0.004997501249375313,60,11946,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 125.4968 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,125.49679999938235,7.0,200.1000166694449,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014323_266112,2026-09-07T01:43:23.266112+01:00,DELTA,zero_load,2,200,M0_M1,1,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,3,20260907_014323_266112,DELTA/Zero_load/N=2/200Hz/M0_M1/Repeat_3,40.00073820000398,30.00073820000398,6004,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.1284088402599,232.3987341772152,0.37207671109901286,0.37207697775911797,3.719869434214931,0.004996668887408394,60,11948,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 32.5113 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,32.51129999989644,7.0,200.1200120012001,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014425_784635,2026-09-07T01:44:25.784635+01:00,DELTA,zero_load,2,200,M0_M2,1,BATCH_7f9647ea41b9438fa2f830b83baf29c6,1,20260907_014425_784635,DELTA/Zero_load/N=2/200Hz/M0_M2/Repeat_1,40.00332769998931,30.003327699989313,6002,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.04447706652678,273.6124625124958,0.4378772958575752,0.43787756249466553,14.074263228399197,0.004998333888703766,60,11944,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 109.3102 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,109.31020000134595,7.0,200.1067057921238,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014505_874750,2026-09-07T01:45:05.874750+01:00,DELTA,zero_load,2,200,M0_M2,1,BATCH_7f9647ea41b9438fa2f830b83baf29c6,2,20260907_014505_874750,DELTA/Zero_load/N=2/200Hz/M0_M2/Repeat_2,40.00300729999435,30.00300729999435,6027,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.87986313295784,266.77882860461256,0.42872395661492313,0.4287242232548609,12.328024681063955,0.00506056080968973,61,11993,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 95.0903 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,95.09029999026097,7.0,200.11955366631244,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014545_965962,2026-09-07T01:45:45.965962+01:00,DELTA,zero_load,2,200,M0_M2,1,BATCH_7f9647ea41b9438fa2f830b83baf29c6,3,20260907_014545_965962,DELTA/Zero_load/N=2/200Hz/M0_M2/Repeat_3,40.00774269999238,30.007742699992377,6003,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.04836951636236,266.6136931534233,0.42668507684862456,0.426685343446485,12.316172777498744,0.004997501249375313,60,11946,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 3783.2828 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,3783.2827999955043,7.0,200.09334577943727,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014715_022979,2026-09-07T01:47:15.022979+01:00,DELTA,zero_load,2,200,M0_M3,1,BATCH_b99cdc1d65b44cb59677a2c5e3e39f6a,1,20260907_014715_022979,DELTA/Zero_load/N=2/200Hz/M0_M3/Repeat_1,40.01175299999886,30.011752999998862,5986,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,199.4551934370587,234.88940862011358,0.37479929946112867,0.37479956602336517,4.338482202820685,0.005011693952555964,60,11912,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 591.6125 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,591.6125000221655,7.0,200.0802326747568,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014755_224321,2026-09-07T01:47:55.224321+01:00,DELTA,zero_load,2,200,M0_M3,1,BATCH_b99cdc1d65b44cb59677a2c5e3e39f6a,2,20260907_014755_224321,DELTA/Zero_load/N=2/200Hz/M0_M3/Repeat_2,40.00382770001306,30.003827700013062,6003,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.07447249796687,239.2696984840913,0.3829740696716172,0.3829743363042642,5.445839611585468,0.004997501249375313,60,11946,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 33.2757 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,33.27569999964908,7.0,200.1000166694449,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014835_279154,2026-09-07T01:48:35.279154+01:00,DELTA,zero_load,2,200,M0_M3,1,BATCH_b99cdc1d65b44cb59677a2c5e3e39f6a,3,20260907_014835_279154,DELTA/Zero_load/N=2/200Hz/M0_M3/Repeat_3,40.00420490000397,30.00420490000397,6002,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.0386285856622,234.64045318227258,0.3754972357224007,0.37549750235169566,4.28231748158071,0.004998333888703766,60,11944,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 154.0776 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,154.0775999892503,7.0,200.07334800293393,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_014946_645414,2026-09-07T01:49:46.645414+01:00,DELTA,zero_load,2,200,M1_M2,1,BATCH_87a8929733aa49f48b160c96f56b245f,1,20260907_014946_645414,DELTA/Zero_load/N=2/200Hz/M1_M2/Repeat_1,40.03035629997612,30.03035629997612,6006,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,199.99762706794044,265.55078255078257,0.4248762110095292,0.4248762110095292,12.050284471218205,0.004995004995004995,60,11952,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 164.5311 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,164.53109998838045,7.0,200.16666666666666,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015026_779606,2026-09-07T01:50:26.779606+01:00,DELTA,zero_load,2,200,M1_M2,1,BATCH_87a8929733aa49f48b160c96f56b245f,2,20260907_015026_779606,DELTA/Zero_load/N=2/200Hz/M1_M2/Repeat_2,40.0000740000105,30.0000740000105,6005,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.16617292337006,265.948709408826,0.4258714828501932,0.4258714828501932,12.149874476987447,0.004995836802664446,60,11950,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 19.9025 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,19.90250000380911,7.0,200.14667644509635,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015106_825879,2026-09-07T01:51:06.825879+01:00,DELTA,zero_load,2,200,M1_M2,1,BATCH_87a8929733aa49f48b160c96f56b245f,3,20260907_015106_825879,DELTA/Zero_load/N=2/200Hz/M1_M2/Repeat_3,40.00159609998809,30.00159609998809,6005,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.1560176994178,266.3160699417152,0.42643811207114674,0.42643837872362655,12.242175732217573,0.004995836802664446,60,11950,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 19.0422 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,19.042200001422316,7.0,200.15334866820015,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015217_328962,2026-09-07T01:52:17.328962+01:00,DELTA,zero_load,2,200,M1_M3,1,BATCH_949b70f5ee8047728fe43b97d160acd0,1,20260907_015217_328962,DELTA/Zero_load/N=2/200Hz/M1_M3/Repeat_1,40.00430219998816,30.00430219998816,6121,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,204.00407778863178,234.19147198170234,0.38220812214071503,0.3822083887691454,4.215974388441963,0.004901159941186081,60,12182,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 1008.8707 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,1008.8706999958958,7.0,200.3338898163606,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015257_395753,2026-09-07T01:52:57.395753+01:00,DELTA,zero_load,2,200,M1_M3,1,BATCH_949b70f5ee8047728fe43b97d160acd0,2,20260907_015257_395753,DELTA/Zero_load/N=2/200Hz/M1_M3/Repeat_2,40.00043939999887,30.000439399998868,6011,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.36373200587946,240.49243054400267,0.38548768722368904,0.38548768722368904,5.756228055509112,0.004990850108135086,60,11962,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 88.0739 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,88.07389999856241,7.0,200.3867698052814,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015337_478535,2026-09-07T01:53:37.478535+01:00,DELTA,zero_load,2,200,M1_M3,1,BATCH_949b70f5ee8047728fe43b97d160acd0,3,20260907_015337_478535,DELTA/Zero_load/N=2/200Hz/M1_M3/Repeat_3,40.00424229999771,30.004242299997713,6015,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file,200.4716513038044,243.679467996675,0.39080660270500794,0.39080633607604526,6.558563074352548,0.004987531172069825,60,11970,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 61.3653 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,61.36529997456819,7.0,200.4065447032557,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015550_103879,2026-09-07T01:55:50.103879+01:00,DELTA,zero_load,2,200,M2_M3,1,BATCH_d8bda735d5aa42709b25fbc143ad2769,1,20260907_015550_103879,DELTA/Zero_load/N=2/200Hz/M2_M3/Repeat_1,40.019487299985485,30.019487299985485,6010,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.2032859502869,268.3610648918469,0.4298141360997274,0.42981440259328607,12.757943143812708,0.004991680532445923,60,11960,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 3737.0086 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,3737.0086000009906,7.0,200.1932302771855,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015630_225115,2026-09-07T01:56:30.225115+01:00,DELTA,zero_load,2,200,M2_M3,1,BATCH_d8bda735d5aa42709b25fbc143ad2769,2,20260907_015630_225115,DELTA/Zero_load/N=2/200Hz/M2_M3/Repeat_2,40.00372510001762,30.00372510001762,6007,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.20847344706783,267.74729482270686,0.42884221732828914,0.428842483961848,12.602559812615024,0.00499417346429166,60,11954,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 562.9359 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,562.935900001321,7.0,200.21334755650378,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
20260907_015710_248741,2026-09-07T01:57:10.248741+01:00,DELTA,zero_load,2,200,M2_M3,1,BATCH_d8bda735d5aa42709b25fbc143ad2769,3,20260907_015710_248741,DELTA/Zero_load/N=2/200Hz/M2_M3/Repeat_3,40.004390699992655,30.004390699992655,6008,PASS,CHECK REQUIRED,initial_delta_prefix_cache_not_verifiable_from_file;unassigned_raw_bytes_in_full_capture,200.23736059407702,267.25699067909454,0.42811867531118186,0.42811867531118186,12.479759116761459,0.004993342210386152,60,11956,four-module-variable-spi,False,True,,0,0,0,0,20260907_delta_zero_review,PC completion timestamps are buffered; packet rate per PC window is not physical scan rate. Max PC gap 28.0884 ms; max bridge gap 7 ms; consecutive sequences.,,True,original_complete_three_window_batch,28.08839999488555,7.0,200.2066391147847,PASS_no_detected_internal_transport_or_cache_chain_errors,,,,,zero_load,zero_load,False,,,,,,,
