N,M_configured_slots,frequency_Hz,FULL_Mbit_s,DELTA_K0_Mbit_s,DELTA_K240_Mbit_s,DELTA_K480_Mbit_s,USB_raw_Mbit_s,q_ESKF_total,T_sync_s,DELTA_K0_no_ESKF_bound_Mbit_s,DELTA_K240_no_ESKF_bound_Mbit_s,DELTA_K480_no_ESKF_bound_Mbit_s
508,508,200,851.8528,75.46624,463.65952,851.8528,480.0,0.005,1.0,71.5648,461.7088,851.8528
509,509,200,853.5296,75.61472,464.57215999999994,853.5296,480.0,0.005,1.0,71.7056,462.6176,853.5296
510,510,200,855.2064,75.7632,465.4848,855.2064,480.0,0.005,1.0,71.8464,463.5264,855.2064
511,511,200,856.8832,75.91168,466.39743999999996,856.8832,480.0,0.005,1.0,71.9872,464.4352,856.8832
512,512,200,858.56,76.06016,467.31008,858.56,480.0,0.005,1.0,72.128,465.344,858.56
513,513,200,860.2368,76.20864,468.22272,860.2368,480.0,0.005,1.0,72.2688,466.2528,860.2368
514,514,200,861.9136,76.35712,469.13535999999993,861.9136,480.0,0.005,1.0,72.4096,467.1616,861.9136
515,515,200,863.5904,76.5056,470.048,863.5904,480.0,0.005,1.0,72.5504,468.0704,863.5904
516,516,200,865.2672,76.65408,470.96063999999996,865.2672,480.0,0.005,1.0,72.6912,468.9792,865.2672
517,517,200,866.944,76.80256,471.87328,866.944,480.0,0.005,1.0,72.832,469.888,866.944
518,518,200,868.6208,76.95104,472.78592,868.6208,480.0,0.005,1.0,72.9728,470.7968,868.6208
519,519,200,870.2976,77.09952,473.69855999999993,870.2976,480.0,0.005,1.0,73.1136,471.7056,870.2976
520,520,200,871.9744,77.248,474.6112,871.9744,480.0,0.005,1.0,73.2544,472.6144,871.9744
521,521,200,873.6512,77.39648,475.52383999999995,873.6512,480.0,0.005,1.0,73.3952,473.5232,873.6512
522,522,200,875.328,77.54496,476.43648,875.328,480.0,0.005,1.0,73.536,474.432,875.328
523,523,200,877.0048,77.69344,477.34912,877.0048,480.0,0.005,1.0,73.6768,475.3408,877.0048
524,524,200,878.6816,77.84192,478.2617599999999,878.6816,480.0,0.005,1.0,73.8176,476.2496,878.6816
525,525,200,880.3584,77.9904,479.1744,880.3584,480.0,0.005,1.0,73.9584,477.1584,880.3584
526,526,200,882.0352,78.13888,480.08703999999994,882.0352,480.0,0.005,1.0,74.0992,478.0672,882.0352
527,527,200,883.712,78.28736,480.99968,883.712,480.0,0.005,1.0,74.24,478.976,883.712
528,528,200,885.3888,78.43584,481.91232,885.3888,480.0,0.005,1.0,74.3808,479.8848,885.3888
529,529,200,887.0656,78.58432,482.8249599999999,887.0656,480.0,0.005,1.0,74.5216,480.7936,887.0656
530,530,200,888.7424,78.7328,483.7376,888.7424,480.0,0.005,1.0,74.6624,481.7024,888.7424
531,531,200,890.4192,78.88128,484.65023999999994,890.4192,480.0,0.005,1.0,74.8032,482.6112,890.4192
532,532,200,892.096,79.02976,485.56288,892.096,480.0,0.005,1.0,74.944,483.52,892.096
533,533,200,893.7728,79.17824,486.47552,893.7728,480.0,0.005,1.0,75.0848,484.4288,893.7728
534,534,200,895.4496,79.32672,487.3881599999999,895.4496,480.0,0.005,1.0,75.2256,485.3376,895.4496
535,535,200,897.1264,79.4752,488.3008,897.1264,480.0,0.005,1.0,75.3664,486.2464,897.1264
536,536,200,898.8032,79.62368,489.21343999999993,898.8032,480.0,0.005,1.0,75.5072,487.1552,898.8032
537,537,200,900.48,79.77216,490.12608,900.48,480.0,0.005,1.0,75.648,488.064,900.48
538,538,200,902.1568,79.92064,491.03872,902.1568,480.0,0.005,1.0,75.7888,488.9728,902.1568
539,539,200,903.8336,80.06912,491.95135999999997,903.8336,480.0,0.005,1.0,75.9296,489.8816,903.8336
540,540,200,905.5104,80.2176,492.864,905.5104,480.0,0.005,1.0,76.0704,490.7904,905.5104
541,541,200,907.1872,80.36608,493.77663999999993,907.1872,480.0,0.005,1.0,76.2112,491.6992,907.1872
542,542,200,908.864,80.51456,494.68928,908.864,480.0,0.005,1.0,76.352,492.608,908.864
543,543,200,910.5408,80.66304,495.60192,910.5408,480.0,0.005,1.0,76.4928,493.5168,910.5408
544,544,200,912.2176,80.81152,496.51455999999996,912.2176,480.0,0.005,1.0,76.6336,494.4256,912.2176
545,545,200,913.8944,80.96,497.4272,913.8944,480.0,0.005,1.0,76.7744,495.3344,913.8944
546,546,200,915.5712,81.10848,498.3398399999999,915.5712,480.0,0.005,1.0,76.9152,496.2432,915.5712
547,547,200,917.248,81.25696,499.25248,917.248,480.0,0.005,1.0,77.056,497.152,917.248
548,548,200,918.9248,81.40544,500.16512,918.9248,480.0,0.005,1.0,77.1968,498.0608,918.9248
549,549,200,920.6016,81.55392,501.07775999999996,920.6016,480.0,0.005,1.0,77.3376,498.9696,920.6016
550,550,200,922.2784,81.7024,501.9904,922.2784,480.0,0.005,1.0,77.4784,499.8784,922.2784
551,551,200,923.9552,81.85088,502.9030399999999,923.9552,480.0,0.005,1.0,77.6192,500.7872,923.9552
552,552,200,925.632,81.99936,503.81568,925.632,480.0,0.005,1.0,77.76,501.696,925.632
553,553,200,927.3088,82.14784,504.72832,927.3088,480.0,0.005,1.0,77.9008,502.6048,927.3088
554,554,200,928.9856,82.29632,505.64095999999995,928.9856,480.0,0.005,1.0,78.0416,503.5136,928.9856
555,555,200,930.6624,82.4448,506.5536,930.6624,480.0,0.005,1.0,78.1824,504.4224,930.6624
556,556,200,932.3392,82.59328,507.4662399999999,932.3392,480.0,0.005,1.0,78.3232,505.3312,932.3392
557,557,200,934.016,82.74176,508.37888,934.016,480.0,0.005,1.0,78.464,506.24,934.016
558,558,200,935.6928,82.89024,509.29152,935.6928,480.0,0.005,1.0,78.6048,507.1488,935.6928
559,559,200,937.3696,83.03872,510.20415999999994,937.3696,480.0,0.005,1.0,78.7456,508.0576,937.3696
560,560,200,939.0464,83.1872,511.1168,939.0464,480.0,0.005,1.0,78.8864,508.9664,939.0464
561,561,200,940.7232,83.33568,512.0294399999999,940.7232,480.0,0.005,1.0,79.0272,509.8752,940.7232
562,562,200,942.4,83.48416,512.94208,942.4,480.0,0.005,1.0,79.168,510.784,942.4
563,563,200,944.0768,83.63264,513.85472,944.0768,480.0,0.005,1.0,79.3088,511.6928,944.0768
564,564,200,945.7536,83.78112,514.7673599999999,945.7536,480.0,0.005,1.0,79.4496,512.6016,945.7536
565,565,200,947.4304,83.9296,515.68,947.4304,480.0,0.005,1.0,79.5904,513.5104,947.4304
566,566,200,949.1072,84.07808,516.59264,949.1072,480.0,0.005,1.0,79.7312,514.4192,949.1072
567,567,200,950.784,84.22656,517.50528,950.784,480.0,0.005,1.0,79.872,515.328,950.784
568,568,200,952.4608,84.37504,518.41792,952.4608,480.0,0.005,1.0,80.0128,516.2368,952.4608
569,569,200,954.1376,84.52352,519.33056,954.1376,480.0,0.005,1.0,80.1536,517.1456,954.1376
570,570,200,955.8144,84.672,520.2432,955.8144,480.0,0.005,1.0,80.2944,518.0544,955.8144
571,571,200,957.4912,84.82048,521.1558399999999,957.4912,480.0,0.005,1.0,80.4352,518.9632,957.4912
572,572,200,959.168,84.96896,522.06848,959.168,480.0,0.005,1.0,80.576,519.872,959.168
573,573,200,960.8448,85.11744,522.98112,960.8448,480.0,0.005,1.0,80.7168,520.7808,960.8448
574,574,200,962.5216,85.26592,523.8937599999999,962.5216,480.0,0.005,1.0,80.8576,521.6896,962.5216
575,575,200,964.1984,85.4144,524.8064,964.1984,480.0,0.005,1.0,80.9984,522.5984,964.1984
576,576,200,965.8752,85.56288,525.71904,965.8752,480.0,0.005,1.0,81.1392,523.5072,965.8752
577,577,200,967.552,85.71136,526.63168,967.552,480.0,0.005,1.0,81.28,524.416,967.552
578,578,200,969.2288,85.85984,527.54432,969.2288,480.0,0.005,1.0,81.4208,525.3248,969.2288
579,579,200,970.9056,86.00832,528.45696,970.9056,480.0,0.005,1.0,81.5616,526.2336,970.9056
580,580,200,972.5824,86.1568,529.3696,972.5824,480.0,0.005,1.0,81.7024,527.1424,972.5824
581,581,200,974.2592,86.30528,530.2822399999999,974.2592,480.0,0.005,1.0,81.8432,528.0512,974.2592
582,582,200,975.936,86.45376,531.19488,975.936,480.0,0.005,1.0,81.984,528.96,975.936
583,583,200,977.6128,86.60224,532.10752,977.6128,480.0,0.005,1.0,82.1248,529.8688,977.6128
584,584,200,979.2896,86.75072,533.0201599999999,979.2896,480.0,0.005,1.0,82.2656,530.7776,979.2896
585,585,200,980.9664,86.8992,533.9328,980.9664,480.0,0.005,1.0,82.4064,531.6864,980.9664
586,586,200,982.6432,87.04768,534.8454399999999,982.6432,480.0,0.005,1.0,82.5472,532.5952,982.6432
587,587,200,984.32,87.19616,535.75808,984.32,480.0,0.005,1.0,82.688,533.504,984.32
588,588,200,985.9968,87.34464,536.67072,985.9968,480.0,0.005,1.0,82.8288,534.4128,985.9968
589,589,200,987.6736,87.49312,537.58336,987.6736,480.0,0.005,1.0,82.9696,535.3216,987.6736
590,590,200,989.3504,87.6416,538.496,989.3504,480.0,0.005,1.0,83.1104,536.2304,989.3504
591,591,200,991.0272,87.79008,539.40864,991.0272,480.0,0.005,1.0,83.2512,537.1392,991.0272
592,592,200,992.704,87.93856,540.32128,992.704,480.0,0.005,1.0,83.392,538.048,992.704
593,593,200,994.3808,88.08704,541.23392,994.3808,480.0,0.005,1.0,83.5328,538.9568,994.3808
594,594,200,996.0576,88.23552,542.14656,996.0576,480.0,0.005,1.0,83.6736,539.8656,996.0576
595,595,200,997.7344,88.384,543.0592,997.7344,480.0,0.005,1.0,83.8144,540.7744,997.7344
596,596,200,999.4112,88.53248,543.97184,999.4112,480.0,0.005,1.0,83.9552,541.6832,999.4112
597,597,200,1001.088,88.68096,544.88448,1001.088,480.0,0.005,1.0,84.096,542.592,1001.088
598,598,200,1002.7648,88.82944,545.79712,1002.7648,480.0,0.005,1.0,84.2368,543.5008,1002.7648
599,599,200,1004.4416,88.97792,546.70976,1004.4416,480.0,0.005,1.0,84.3776,544.4096,1004.4416
600,600,200,1006.1184,89.1264,547.6224,1006.1184,480.0,0.005,1.0,84.5184,545.3184,1006.1184
601,601,200,1007.7952,89.27488,548.53504,1007.7952,480.0,0.005,1.0,84.6592,546.2272,1007.7952
602,602,200,1009.472,89.42336,549.44768,1009.472,480.0,0.005,1.0,84.8,547.136,1009.472
603,603,200,1011.1488,89.57184,550.36032,1011.1488,480.0,0.005,1.0,84.9408,548.0448,1011.1488
604,604,200,1012.8256,89.72032,551.27296,1012.8256,480.0,0.005,1.0,85.0816,548.9536,1012.8256
605,605,200,1014.5024,89.8688,552.1856,1014.5024,480.0,0.005,1.0,85.2224,549.8624,1014.5024
606,606,200,1016.1792,90.01728,553.09824,1016.1792,480.0,0.005,1.0,85.3632,550.7712,1016.1792
607,607,200,1017.856,90.16576,554.01088,1017.856,480.0,0.005,1.0,85.504,551.68,1017.856
608,608,200,1019.5328,90.31424,554.92352,1019.5328,480.0,0.005,1.0,85.6448,552.5888,1019.5328
609,609,200,1021.2096,90.46272,555.83616,1021.2096,480.0,0.005,1.0,85.7856,553.4976,1021.2096
610,610,200,1022.8864,90.6112,556.7488,1022.8864,480.0,0.005,1.0,85.9264,554.4064,1022.8864
611,611,200,1024.5632,90.75968,557.66144,1024.5632,480.0,0.005,1.0,86.0672,555.3152,1024.5632
612,612,200,1026.24,90.90816,558.57408,1026.24,480.0,0.005,1.0,86.208,556.224,1026.24
613,613,200,1027.9168,91.05664,559.48672,1027.9168,480.0,0.005,1.0,86.3488,557.1328,1027.9168
614,614,200,1029.5936,91.20512,560.39936,1029.5936,480.0,0.005,1.0,86.4896,558.0416,1029.5936
615,615,200,1031.2704,91.3536,561.312,1031.2704,480.0,0.005,1.0,86.6304,558.9504,1031.2704
616,616,200,1032.9472,91.50208,562.22464,1032.9472,480.0,0.005,1.0,86.7712,559.8592,1032.9472
617,617,200,1034.624,91.65056,563.13728,1034.624,480.0,0.005,1.0,86.912,560.768,1034.624
618,618,200,1036.3008,91.79904,564.04992,1036.3008,480.0,0.005,1.0,87.0528,561.6768,1036.3008
619,619,200,1037.9776,91.94752,564.96256,1037.9776,480.0,0.005,1.0,87.1936,562.5856,1037.9776
620,620,200,1039.6544,92.096,565.8752,1039.6544,480.0,0.005,1.0,87.3344,563.4944,1039.6544
621,621,200,1041.3312,92.24448,566.78784,1041.3312,480.0,0.005,1.0,87.4752,564.4032,1041.3312
622,622,200,1043.008,92.39296,567.70048,1043.008,480.0,0.005,1.0,87.616,565.312,1043.008
623,623,200,1044.6848,92.54144,568.61312,1044.6848,480.0,0.005,1.0,87.7568,566.2208,1044.6848
624,624,200,1046.3616,92.68992,569.52576,1046.3616,480.0,0.005,1.0,87.8976,567.1296,1046.3616
625,625,200,1048.0384,92.8384,570.4384,1048.0384,480.0,0.005,1.0,88.0384,568.0384,1048.0384
626,626,200,1049.7152,92.98688,571.35104,1049.7152,480.0,0.005,1.0,88.1792,568.9472,1049.7152
627,627,200,1051.392,93.13536,572.26368,1051.392,480.0,0.005,1.0,88.32,569.856,1051.392
628,628,200,1053.0688,93.28384,573.17632,1053.0688,480.0,0.005,1.0,88.4608,570.7648,1053.0688
629,629,200,1054.7456,93.43232,574.08896,1054.7456,480.0,0.005,1.0,88.6016,571.6736,1054.7456
630,630,200,1056.4224,93.5808,575.0016,1056.4224,480.0,0.005,1.0,88.7424,572.5824,1056.4224
631,631,200,1058.0992,93.72928,575.91424,1058.0992,480.0,0.005,1.0,88.8832,573.4912,1058.0992
632,632,200,1059.776,93.87776,576.82688,1059.776,480.0,0.005,1.0,89.024,574.4,1059.776
633,633,200,1061.4528,94.02624,577.73952,1061.4528,480.0,0.005,1.0,89.1648,575.3088,1061.4528
634,634,200,1063.1296,94.17472,578.65216,1063.1296,480.0,0.005,1.0,89.3056,576.2176,1063.1296
635,635,200,1064.8064,94.3232,579.5648,1064.8064,480.0,0.005,1.0,89.4464,577.1264,1064.8064
636,636,200,1066.4832,94.47168,580.47744,1066.4832,480.0,0.005,1.0,89.5872,578.0352,1066.4832
637,637,200,1068.16,94.62016,581.39008,1068.16,480.0,0.005,1.0,89.728,578.944,1068.16
638,638,200,1069.8368,94.76864,582.30272,1069.8368,480.0,0.005,1.0,89.8688,579.8528,1069.8368
639,639,200,1071.5136,94.91712,583.21536,1071.5136,480.0,0.005,1.0,90.0096,580.7616,1071.5136
640,640,200,1073.1904,95.0656,584.128,1073.1904,480.0,0.005,1.0,90.1504,581.6704,1073.1904
641,641,200,1074.8672,95.21408,585.04064,1074.8672,480.0,0.005,1.0,90.2912,582.5792,1074.8672
642,642,200,1076.544,95.36256,585.95328,1076.544,480.0,0.005,1.0,90.432,583.488,1076.544
643,643,200,1078.2208,95.51104,586.86592,1078.2208,480.0,0.005,1.0,90.5728,584.3968,1078.2208
644,644,200,1079.8976,95.65952,587.77856,1079.8976,480.0,0.005,1.0,90.7136,585.3056,1079.8976
645,645,200,1081.5744,95.808,588.6912,1081.5744,480.0,0.005,1.0,90.8544,586.2144,1081.5744
646,646,200,1083.2512,95.95648,589.60384,1083.2512,480.0,0.005,1.0,90.9952,587.1232,1083.2512
647,647,200,1084.928,96.10496,590.51648,1084.928,480.0,0.005,1.0,91.136,588.032,1084.928
648,648,200,1086.6048,96.25344,591.42912,1086.6048,480.0,0.005,1.0,91.2768,588.9408,1086.6048
649,649,200,1088.2816,96.40192,592.34176,1088.2816,480.0,0.005,1.0,91.4176,589.8496,1088.2816
650,650,200,1089.9584,96.5504,593.2544,1089.9584,480.0,0.005,1.0,91.5584,590.7584,1089.9584
651,651,200,1091.6352,96.69888,594.16704,1091.6352,480.0,0.005,1.0,91.6992,591.6672,1091.6352
652,652,200,1093.312,96.84736,595.07968,1093.312,480.0,0.005,1.0,91.84,592.576,1093.312
653,653,200,1094.9888,96.99584,595.99232,1094.9888,480.0,0.005,1.0,91.9808,593.4848,1094.9888
654,654,200,1096.6656,97.14432,596.90496,1096.6656,480.0,0.005,1.0,92.1216,594.3936,1096.6656
655,655,200,1098.3424,97.2928,597.8176,1098.3424,480.0,0.005,1.0,92.2624,595.3024,1098.3424
656,656,200,1100.0192,97.44128,598.73024,1100.0192,480.0,0.005,1.0,92.4032,596.2112,1100.0192
657,657,200,1101.696,97.58976,599.64288,1101.696,480.0,0.005,1.0,92.544,597.12,1101.696
658,658,200,1103.3728,97.73824,600.55552,1103.3728,480.0,0.005,1.0,92.6848,598.0288,1103.3728
659,659,200,1105.0496,97.88672,601.46816,1105.0496,480.0,0.005,1.0,92.8256,598.9376,1105.0496
660,660,200,1106.7264,98.0352,602.3808,1106.7264,480.0,0.005,1.0,92.9664,599.8464,1106.7264
661,661,200,1108.4032,98.18368,603.29344,1108.4032,480.0,0.005,1.0,93.1072,600.7552,1108.4032
662,662,200,1110.08,98.33216,604.20608,1110.08,480.0,0.005,1.0,93.248,601.664,1110.08
663,663,200,1111.7568,98.48064,605.11872,1111.7568,480.0,0.005,1.0,93.3888,602.5728,1111.7568
664,664,200,1113.4336,98.62912,606.03136,1113.4336,480.0,0.005,1.0,93.5296,603.4816,1113.4336
665,665,200,1115.1104,98.7776,606.944,1115.1104,480.0,0.005,1.0,93.6704,604.3904,1115.1104
666,666,200,1116.7872,98.92608,607.85664,1116.7872,480.0,0.005,1.0,93.8112,605.2992,1116.7872
667,667,200,1118.464,99.07456,608.76928,1118.464,480.0,0.005,1.0,93.952,606.208,1118.464
668,668,200,1120.1408,99.22304,609.68192,1120.1408,480.0,0.005,1.0,94.0928,607.1168,1120.1408
669,669,200,1121.8176,99.37152,610.59456,1121.8176,480.0,0.005,1.0,94.2336,608.0256,1121.8176
670,670,200,1123.4944,99.52,611.5072,1123.4944,480.0,0.005,1.0,94.3744,608.9344,1123.4944
671,671,200,1125.1712,99.66848,612.41984,1125.1712,480.0,0.005,1.0,94.5152,609.8432,1125.1712
672,672,200,1126.848,99.81696,613.33248,1126.848,480.0,0.005,1.0,94.656,610.752,1126.848
673,673,200,1128.5248,99.96544,614.24512,1128.5248,480.0,0.005,1.0,94.7968,611.6608,1128.5248
674,674,200,1130.2016,100.11392,615.15776,1130.2016,480.0,0.005,1.0,94.9376,612.5696,1130.2016
675,675,200,1131.8784,100.2624,616.0704,1131.8784,480.0,0.005,1.0,95.0784,613.4784,1131.8784
676,676,200,1133.5552,100.41088,616.98304,1133.5552,480.0,0.005,1.0,95.2192,614.3872,1133.5552
677,677,200,1135.232,100.55936,617.89568,1135.232,480.0,0.005,1.0,95.36,615.296,1135.232
678,678,200,1136.9088,100.70784,618.80832,1136.9088,480.0,0.005,1.0,95.5008,616.2048,1136.9088
679,679,200,1138.5856,100.85632,619.72096,1138.5856,480.0,0.005,1.0,95.6416,617.1136,1138.5856
680,680,200,1140.2624,101.0048,620.6336,1140.2624,480.0,0.005,1.0,95.7824,618.0224,1140.2624
681,681,200,1141.9392,101.15328,621.54624,1141.9392,480.0,0.005,1.0,95.9232,618.9312,1141.9392
682,682,200,1143.616,101.30176,622.45888,1143.616,480.0,0.005,1.0,96.064,619.84,1143.616
683,683,200,1145.2928,101.45024,623.37152,1145.2928,480.0,0.005,1.0,96.2048,620.7488,1145.2928
684,684,200,1146.9696,101.59872,624.28416,1146.9696,480.0,0.005,1.0,96.3456,621.6576,1146.9696
685,685,200,1148.6464,101.7472,625.1968,1148.6464,480.0,0.005,1.0,96.4864,622.5664,1148.6464
686,686,200,1150.3232,101.89568,626.10944,1150.3232,480.0,0.005,1.0,96.6272,623.4752,1150.3232
687,687,200,1152.0,102.04416,627.02208,1152.0,480.0,0.005,1.0,96.768,624.384,1152.0
688,688,200,1153.6768,102.19264,627.93472,1153.6768,480.0,0.005,1.0,96.9088,625.2928,1153.6768
689,689,200,1155.3536,102.34112,628.84736,1155.3536,480.0,0.005,1.0,97.0496,626.2016,1155.3536
690,690,200,1157.0304,102.4896,629.76,1157.0304,480.0,0.005,1.0,97.1904,627.1104,1157.0304
691,691,200,1158.7072,102.63808,630.67264,1158.7072,480.0,0.005,1.0,97.3312,628.0192,1158.7072
692,692,200,1160.384,102.78656,631.58528,1160.384,480.0,0.005,1.0,97.472,628.928,1160.384
693,693,200,1162.0608,102.93504,632.49792,1162.0608,480.0,0.005,1.0,97.6128,629.8368,1162.0608
694,694,200,1163.7376,103.08352,633.41056,1163.7376,480.0,0.005,1.0,97.7536,630.7456,1163.7376
695,695,200,1165.4144,103.232,634.3232,1165.4144,480.0,0.005,1.0,97.8944,631.6544,1165.4144
696,696,200,1167.0912,103.38048,635.23584,1167.0912,480.0,0.005,1.0,98.0352,632.5632,1167.0912
697,697,200,1168.768,103.52896,636.14848,1168.768,480.0,0.005,1.0,98.176,633.472,1168.768
698,698,200,1170.4448,103.67744,637.06112,1170.4448,480.0,0.005,1.0,98.3168,634.3808,1170.4448
699,699,200,1172.1216,103.82592,637.97376,1172.1216,480.0,0.005,1.0,98.4576,635.2896,1172.1216
700,700,200,1173.7984,103.9744,638.8864,1173.7984,480.0,0.005,1.0,98.5984,636.1984,1173.7984
