run_id,started_at,date,date_bucket,mode,target_Hz,N,modules,load,load_source,load_metadata,repeat_label,duration_s,raw_bytes,raw_packets,complete_outer_packets,valid_inner_packets,valid_module_frames,expected_module_frames,unupdated_expected_module_frames,all_expected_modules_updated_packets,partial_update_packets,f_all_expected_modules_Hz,diagnostic_payload_bytes,unupdated_module_status_counts,fixed_N_mixture_applicable,K_effective_present_module_frames,Lmean_B,Lmodel_mean_B,f_packet_Hz,f_complete_Hz,f_valid_inner_Hz,bytes_per_s,Mbit_per_s,ESKF_count,ESKD_count,q_ESKF_module_frames,K_ESKD_mean,K_ESKD_sd_population,K_ESKD_median,K_ESKD_p05,K_ESKD_p95,K_zero_fraction,K_effective_all_frames,summary_result,summary_session_base_mismatches,log_parse_errors,raw_base_break_events_after_anchor,raw_unapplied_after_anchor,raw_initial_unanchored_delta_frames,raw_sha256,source_dir,audit_issue_counts
20260901_184723,2026-09-01T18:47:23.195616+01:00,2026-09-01,before_2026-09-05,FULL,100,1,M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.010152899980312,3255252,3003,3003,3003,3003,3003,0,3003,0,100.06613461812685,0,{},True,,1084.0,1084.0,100.06613461812685,100.06613461812685,100.06613461812685,108471.68992604951,0.8677735194083961,3003,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,d81dc927ecfaf37b665fce55fc30702eaf5d47e4407119de76e7792e9ce77827,FULL\N=1\100Hz\M2,"{""experiment_log_run_id_missing"": 1}"
20260901_184822,2026-09-01T18:48:22.308274+01:00,2026-09-01,before_2026-09-05,FULL,100,1,M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.000006499991287,3245496,2994,2994,2994,2994,2994,0,2994,0,99.79997837670034,0,{},True,,1084.0,1084.0,99.79997837670034,99.79997837670034,99.79997837670034,108183.17656034317,0.8654654124827453,2994,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,8337370ec67cb59b2a54468a894835cf69d27ddfb98a452af225196468489941,FULL\N=1\100Hz\M3,"{""experiment_log_run_id_missing"": 1}"
20260901_182704,2026-09-01T18:27:04.023139+01:00,2026-09-01,before_2026-09-05,FULL,200,1,M0,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.006694300012896,6508336,6004,6004,6004,6004,6004,0,6004,0,200.08868487714156,0,{},True,,1084.0,1084.0,200.08868487714156,200.08868487714156,200.08868487714156,216896.13440682145,1.7351690752545716,6004,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,bb7ef9cae2da69be1b09be975bdea73d977afe8f22432c3c7542331fbee9f991,FULL\N=1\200Hz\M0,"{""experiment_log_run_id_missing"": 1}"
20260901_183546,2026-09-01T18:35:46.344823+01:00,2026-09-01,before_2026-09-05,FULL,200,1,M1,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.000779599999078,6518092,6013,6013,6013,6013,6013,0,6013,0,200.42812487446776,0,{},True,,1084.0,1084.0,200.42812487446776,200.42812487446776,200.42812487446776,217264.08736392306,1.7381126989113844,6013,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,1fad097e7ae545a95070f8d239c41e83cc09f386c18b1fe640afaadf06f0aec4,FULL\N=1\200Hz\M1,"{""experiment_log_run_id_missing"": 1}"
20260901_183900,2026-09-01T18:39:00.890407+01:00,2026-09-01,before_2026-09-05,FULL,200,1,M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.004015599988634,6509420,6005,6005,6005,6005,6005,0,6005,0,200.13987727703605,0,{},True,,1084.0,1084.0,200.13987727703605,200.13987727703605,200.13987727703605,216951.62696830707,1.7356130157464567,6005,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,97f58c6e4fe402561687b48f0c3189ef52eda4c39c72683ac85eb30bc61d149e,FULL\N=1\200Hz\M2,"{""experiment_log_run_id_missing"": 1}"
20260901_184014,2026-09-01T18:40:14.293229+01:00,2026-09-01,before_2026-09-05,FULL,200,1,M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.003807200002484,6494244,5991,5991,5991,5991,5991,0,5991,0,199.67465995447085,0,{},True,,1084.0,1084.0,199.67465995447085,199.67465995447085,199.67465995447085,216447.3313906464,1.7315786511251712,5991,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,ddd8b3b47f84c25cf90e728656dcfd356b86179714f10055d7ce9b99ce150fc2,FULL\N=1\200Hz\M3,"{""experiment_log_run_id_missing"": 1}"
20260901_185551,2026-09-01T18:55:51.134426+01:00,2026-09-01,before_2026-09-05,FULL,50,1,M0,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.021376799995778,1628168,1502,1502,1502,1502,1502,0,1502,0,50.03101656550979,0,{},True,,1084.0,1084.0,50.03101656550979,50.03101656550979,50.03101656550979,54233.62195701261,0.4338689756561009,1502,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,6e6028f014d2d93668611dbe83024187b8bd5e04bf78fd2f70e396705d79f455,FULL\N=1\50Hz\M0,"{""experiment_log_run_id_missing"": 1}"
20260901_185503,2026-09-01T18:55:03.866391+01:00,2026-09-01,before_2026-09-05,FULL,50,1,M1,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.003428999974858,1629252,1503,1503,1503,1503,1503,0,1503,0,50.09427422449812,0,{},True,,1084.0,1084.0,50.09427422449812,50.09427422449812,50.09427422449812,54302.19325935596,0.43441754607484767,1503,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,0270b5a08c9cb5e33b973cf346d8772aa7c3a0746ae90d287d396f4321a31851,FULL\N=1\50Hz\M1,"{""experiment_log_run_id_missing"": 1}"
20260901_185357,2026-09-01T18:53:57.333716+01:00,2026-09-01,before_2026-09-05,FULL,50,1,M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.010711600014474,1628168,1502,1502,1502,1502,1502,0,1502,0,50.04879657699538,0,{},True,,1084.0,1084.0,50.04879657699538,50.04879657699538,50.04879657699538,54252.89548946299,0.43402316391570395,1502,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,74f85c9cbace9eea6080c53ecaa8086fd93c9cd9061ac9dbb7552ae05faf63d4,FULL\N=1\50Hz\M2,"{""experiment_log_run_id_missing"": 1}"
20260901_185305,2026-09-01T18:53:05.410698+01:00,2026-09-01,before_2026-09-05,FULL,50,1,M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.017028300004313,1623832,1498,1498,1498,1498,1498,0,1498,0,49.905006752443406,0,{},True,,1084.0,1084.0,49.905006752443406,49.905006752443406,49.905006752443406,54097.02731964865,0.43277621855718923,1498,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,c82c6a021bf3bf806d050b548d586aa225a69d7de638061f36b620edc7a0ef71,FULL\N=1\50Hz\M3,"{""experiment_log_run_id_missing"": 1}"
20260901_185923,2026-09-01T18:59:23.866985+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M0+M1,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.00060170001234,12778640,6005,6005,6005,12010,12010,0,6005,0,200.16265207099264,0,{},True,,2128.0,2128.0,200.16265207099264,200.16265207099264,200.16265207099264,425946.12360707234,3.4075689888565788,12010,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,88b608d20f6a78ba016b4e6edf6733b011eef1577e16dd70190f6c1ab28cccaa,FULL\N=2\200Hz\M0_M1,"{""experiment_log_run_id_missing"": 1}"
20260901_190012,2026-09-01T19:00:12.341681+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M0+M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.00243620001129,12780768,6006,6006,6006,12012,12012,0,6006,0,200.18374374537424,0,{},True,,2128.0,2128.0,200.18374374537424,200.18374374537424,200.18374374537424,425991.0066901564,3.4079280535212515,12012,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,f7bda62cd49f64ba11299e2f905b1f50f6ff249bb266ea624ac737533413f958,FULL\N=2\200Hz\M0_M2,"{""experiment_log_run_id_missing"": 1}"
20260901_190056,2026-09-01T19:00:56.210531+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M0+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.004955799988238,12750976,5992,5992,5992,11984,11984,0,5992,0,199.70034416789073,0,{},True,,2128.0,2128.0,199.70034416789073,199.70034416789073,199.70034416789073,424962.33238927147,3.3996986591141716,11984,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,320fe10863936ab0f750057a14a5b01d88994d0b3e13871fc84362b75a82cedd,FULL\N=2\200Hz\M0_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_190300,2026-09-01T19:03:00.100559+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M1+M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.000147299986565,12774384,6003,6003,6003,12006,12006,0,6003,0,200.09901751391362,0,{},True,,2128.0,2128.0,200.09901751391362,200.09901751391362,200.09901751391362,425810.7092696082,3.4064856741568654,12006,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,5fd4abdf93ed55503f345e1bc5ac84d958939d6eee987a176f4b545f2396025a,FULL\N=2\200Hz\M1_M2,"{""experiment_log_run_id_missing"": 1}"
20260901_190151,2026-09-01T19:01:51.084220+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M1+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.00200199999381,12746720,5990,5990,5990,11980,11980,0,5990,0,199.6533431336094,0,{},True,,2128.0,2128.0,199.6533431336094,199.6533431336094,199.6533431336094,424862.31418832083,3.3988985135065666,11980,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,051f2f6fb1095a8e75d708bc6ea40b07e689358a44d24eb15e73832af024a277,FULL\N=2\200Hz\M1_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_190356,2026-09-01T19:03:56.734577+01:00,2026-09-01,before_2026-09-05,FULL,200,2,M2+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.007226699992316,12708416,5972,5972,5972,11944,11944,0,5972,0,199.0187250460413,0,{},True,,2128.0,2128.0,199.0187250460413,199.0187250460413,199.0187250460413,423511.8468979759,3.388094775183807,11944,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,a18944f85dc031eaa5c6f44417926dc060a75f0197fd59f9826993943596d58f,FULL\N=2\200Hz\M2_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_190923,2026-09-01T19:09:23.609191+01:00,2026-09-01,before_2026-09-05,FULL,200,3,M0+M1+M2,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.004362500010757,19047860,6005,6005,6005,18015,18015,0,6005,0,200.1375633292608,0,{},True,,3172.0,3172.0,200.1375633292608,200.1375633292608,200.1375633292608,634836.3508804152,5.078690807043321,18015,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,1c3d5c80cb4fd803704252307bf65698ce67879a0afa933e28f501f97d7497f4,FULL\N=3\200Hz\M0_M1_M2,"{""experiment_log_run_id_missing"": 1}"
20260901_191010,2026-09-01T19:10:10.687604+01:00,2026-09-01,before_2026-09-05,FULL,200,3,M0+M1+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.001812400005292,18993936,5988,5988,5988,17964,17964,0,5988,0,199.58794222708173,0,{},True,,3172.0,3172.0,199.58794222708173,199.58794222708173,199.58794222708173,633092.9527443032,5.064743621954425,17964,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,33663872a528858e0516bdf99fc13533a34c3f79992c081979f99ab511b8a0b3,FULL\N=3\200Hz\M0_M1_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_191135,2026-09-01T19:11:35.958652+01:00,2026-09-01,before_2026-09-05,FULL,200,3,M0+M2+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.001148499984993,19000280,5990,5990,5990,17970,17970,0,5990,0,199.65902305383398,0,{},True,,3172.0,3172.0,199.65902305383398,199.65902305383398,199.65902305383398,633318.4211267614,5.066547369014091,17970,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,00d0ea8719d57940247187ee7091ad832d8079c7e2526bf89423d20368cb359b,FULL\N=3\200Hz\M0_M2_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_191230,2026-09-01T19:12:30.296722+01:00,2026-09-01,before_2026-09-05,FULL,200,3,M1+M2+M3,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.002942499995697,18987592,5986,5986,5986,17958,17958,0,5986,0,199.5137643583078,0,{},True,,3172.0,3172.0,199.5137643583078,199.5137643583078,199.5137643583078,632857.6605445524,5.062861284356419,17958,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,80fafb49a279cd4276d39b1c238768a5b4ffa709c40b24340160852b991a68eb,FULL\N=3\200Hz\M1_M2_M3,"{""experiment_log_run_id_missing"": 1}"
20260901_191328,2026-09-01T19:13:28.858662+01:00,2026-09-01,before_2026-09-05,FULL,200,4,M0+M1+M2+M3,load_not_recorded,metadata_or_missing,,Repeat_1,30.004303199995775,25245408,5988,5988,5988,23952,23952,0,5988,0,199.57137348221582,0,{},True,,4216.0,4216.0,199.57137348221582,199.57137348221582,199.57137348221582,841392.9106010218,6.731143284808175,23952,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,ca37fc6504a8ea031a728372c1b640197b7e5d8090dd64a0d6071b27b0b3fb45,FULL\N=4\200Hz\Repeat_1,"{""experiment_log_run_id_missing"": 1}"
20260901_191436,2026-09-01T19:14:36.675775+01:00,2026-09-01,before_2026-09-05,FULL,200,4,M0+M1+M2+M3,load_not_recorded,metadata_or_missing,,Repeat_2,30.00240510000731,25148440,5965,5965,5965,23860,23860,0,5965,0,198.81739414279647,0,{},True,,4216.0,4216.0,198.81739414279647,198.81739414279647,198.81739414279647,838214.13370603,6.705713069648239,23860,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,91d31b3976d994bb88022dced7e3d5848445c05c465b0c5f1c789cdc590751db,FULL\N=4\200Hz\Repeat_2,"{""experiment_log_run_id_missing"": 1}"
